,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_reg_all,param_n_epochs
0,0.8609579926503591,0.8622555055705726,0.860080208610424,0.8630298649231549,0.8611286101096586,0.8614904363728337,0.0010352128325199525,10,0.6568437643593584,0.6580856704360275,0.6568385207010068,0.65915531240946,0.6576436479838628,0.6577133831779431,0.0008653602662147276,10,41.27214522361756,1.087612763219513,2.429576539993286,0.2186101503934496,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 20}",0.07,0.02,20
1,0.8605567855508688,0.8650954627716593,0.8600653119149196,0.8636825985966433,0.8611119360505309,0.8621024189769244,0.0019480822921562114,11,0.6562509235963506,0.6603458999018337,0.656239798950544,0.6601603958891162,0.657954596820551,0.6581903230316791,0.0017971688798891004,11,44.65225133895874,1.3682870424601032,2.34846568107605,0.2137216856368648,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 22}",0.07,0.02,22
2,0.8615575784728365,0.8635365539198944,0.8614936255298319,0.8641735639852312,0.8616567104179979,0.8624836064651584,0.001138947051426778,12,0.6569386188652409,0.658640559359447,0.6574594980333316,0.6604174942434304,0.6578573611803186,0.6582627063363538,0.0012123151187927745,12,46.17611808776856,0.3582006535181791,2.463758611679077,0.17267923338103425,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 23}",0.07,0.02,23
3,0.7938606664127478,0.796292038740822,0.7922316297542741,0.7941879183469333,0.7934986253473065,0.7940141757204167,0.0013180040861973954,8,0.6049564806603184,0.6066539781509372,0.6043068292009991,0.6060281968919914,0.6058934719890242,0.6055677913786541,0.0008320539896898386,7,39.971516847610474,0.05781734402903743,2.267337369918823,0.17127500566055315,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 20}",0.07,0.05,20
4,0.7938315284565635,0.7964549426536248,0.7927706663409824,0.7946127810257165,0.7934729625717398,0.7942285762097253,0.0012616196698475492,9,0.6049749110870807,0.606868729845711,0.6046769444299448,0.6061974274443496,0.6056100241587548,0.6056656073931682,0.0007984912699199369,9,43.94484634399414,0.051253278575878816,2.4284200191497805,0.21822233674283256,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 22}",0.07,0.05,22
5,0.7937489728089767,0.796044222240227,0.7923297379265273,0.7942711610425911,0.7932622039716042,0.7939312595979853,0.001234980136548196,7,0.6050096507561347,0.6068317030927253,0.6043090899470186,0.606173649075179,0.6059374454519264,0.6056523076645968,0.0008900916513316505,8,54.6039041519165,5.929713181481996,2.8020655632019045,0.297285928008651,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 23}",0.07,0.05,23
6,0.7896791977143205,0.7885801577575013,0.7856195666035376,0.7894478843933459,0.7869694480452846,0.7880592509027979,0.0015468422248446805,4,0.5969108341464316,0.5970407570901843,0.5951010514067968,0.5975563740031014,0.5959073548187649,0.5965032742930558,0.0008815169690004309,4,40.65348753929138,0.9895554199310839,2.4852314949035645,0.17890633734610234,"{'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 20}",0.01,0.02,20
7,0.791525194676142,0.7924869750664537,0.7895822689943884,0.7917503128711788,0.7895807945464075,0.7909851092309141,0.0011893603616666176,5,0.5991050227756656,0.5999409564006248,0.5978525434924764,0.5998752905610046,0.5978580856147857,0.5989263797689114,0.0009226144920993894,5,44.65823273658752,0.98680543632768,2.312379550933838,0.2015258500069739,"{'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 22}",0.01,0.02,22
8,0.7929450397744826,0.7931217726583418,0.7891911659795822,0.7908023483606372,0.7899603100446944,0.7912041273635477,0.0015791555289070762,6,0.5999978769294997,0.6000573315460492,0.5972878109556619,0.5996119414484402,0.5987340748328506,0.5991378071425003,0.0010388006715893276,6,45.97913680076599,0.10744935367594373,2.3469284534454347,0.23687272497104428,"{'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 23}",0.01,0.02,23
9,0.7643236340222127,0.7663351646183458,0.7624468725780291,0.7647555181196622,0.7641288231520055,0.7643980024980511,0.0012462191344496225,3,0.5795715587097654,0.5808475270905422,0.5786520278702425,0.5803863743768088,0.5795411672360014,0.579799731056672,0.0007587051320570361,3,40.358618593215944,0.7663164766247053,2.40036940574646,0.20537167473422901,"{'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 20}",0.01,0.05,20
10,0.7637070916993521,0.7649959863639543,0.7611560148241588,0.7636733990591702,0.7620400355831586,0.7631145055059587,0.0013559986714687157,2,0.5790378556277669,0.5798366598711489,0.5773945524866534,0.5795718263371131,0.5779651602892608,0.5787612109223886,0.0009371949610899265,2,43.945960521698,0.17877756699741376,2.2416844844818113,0.1678159566186323,"{'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 22}",0.01,0.05,22
11,0.7635368030522613,0.7649309641586638,0.7610074818397136,0.7628889215484584,0.7622343748807863,0.7629197090959767,0.0013079140504831373,1,0.5789793677051301,0.5797652358012755,0.5769152269141329,0.5786344924886258,0.5781483854071583,0.5784885416632646,0.0009469092192213567,1,46.425863885879515,0.7830988956970951,2.4033713817596434,0.2006922860189366,"{'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 23}",0.01,0.05,23
