,Unnamed: 0,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_reg_all,param_n_epochs
0,0.0,0.7804435846297421,0.7809182717228784,0.7781326084750267,0.7779070227350317,0.7773767504367046,0.7789556475998767,0.0014377603286438766,7,0.5906839376784717,0.5903505617387539,0.5884530100145374,0.5883651712935143,0.587984872864025,0.5891675107178604,0.001118217558898039,7,42.27189106941224,2.407355356862198,2.394230890274048,0.19661613487812216,"{'lr_all': 0.007, 'reg_all': 0.02, 'n_epochs': 20}",0.006999999999999999,0.02,20
1,1.0,0.7838776727060882,0.7842630353644215,0.7813031618953358,0.781196868675625,0.7796372304297278,0.7820555938142396,0.0017518455298005842,8,0.5926926059237839,0.5932223930062888,0.5906729602243209,0.5905138013050331,0.5892895065147727,0.59127825339484,0.0014619133269656382,8,49.28482279777528,0.8577533598180045,2.6515151977539064,0.25764758145581984,"{'lr_all': 0.007, 'reg_all': 0.02, 'n_epochs': 22}",0.006999999999999999,0.02,22
2,2.0,0.7848062761803514,0.7842786797897521,0.7818863158812891,0.7821048888249279,0.7811807470764293,0.7828513815505499,0.0014239674124620024,9,0.5931116083969523,0.5932400828507645,0.5911486904862026,0.5914119532810108,0.5903357314639657,0.5918496132957791,0.0011402380885528085,9,50.416889238357534,2.4709653752474483,2.5155313968658453,0.29786067033119024,"{'lr_all': 0.007, 'reg_all': 0.02, 'n_epochs': 23}",0.006999999999999999,0.02,23
3,3.0,0.7723638666979418,0.7717253146396208,0.7696090129713514,0.7691760847661727,0.7672318493251732,0.7700212256800519,0.001846980728189001,6,0.5854932657876784,0.585239944778805,0.5835955745179209,0.5831375108502908,0.5813521713310058,0.5837636934531402,0.0015104003450053286,6,41.813189697265635,0.14368489266158455,2.289516544342041,0.19279182409039344,"{'lr_all': 0.007, 'reg_all': 0.05, 'n_epochs': 20}",0.006999999999999999,0.05,20
4,4.0,0.7697598742074984,0.7699982198760331,0.7670903021918959,0.7666207282373866,0.7653555324642086,0.7677649313954046,0.0018186205156615896,5,0.583420073707405,0.5836885313691407,0.5815164751883438,0.5810406377834927,0.5795487845491076,0.5818429005194978,0.0015431769553623767,5,44.75327067375183,0.2564028269568439,2.420089864730835,0.2271619144014705,"{'lr_all': 0.007, 'reg_all': 0.05, 'n_epochs': 22}",0.006999999999999999,0.05,22
5,5.0,0.7694036734127123,0.7686023806590986,0.766525739522986,0.7661753497874333,0.7643792630758931,0.7670172812916246,0.0017953834930149824,4,0.5831215818952169,0.5822541438434231,0.5811746612576464,0.580584937212699,0.5787555079559767,0.5811781664329925,0.001493706687197349,4,125.69968633651732,135.5102060793628,451.23426456451415,896.6747412201788,"{'lr_all': 0.007, 'reg_all': 0.05, 'n_epochs': 23}",0.006999999999999999,0.05,23
6,6.0,0.8615972826445257,0.8634150367814695,0.8618001689842681,0.8605086188634956,0.8554556657730175,0.8605553546093553,0.002713741676776964,16,0.6573201640967966,0.6580235773783211,0.6576026415120401,0.6560083238769072,0.6523082576184269,0.6562525928964984,0.0020840428837555027,16,72.5177948474884,39.667945094732495,2.4440420627593995,0.1938247028703163,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 20}",0.07,0.02,20
7,7.0,0.8647367327555088,0.8635905111791168,0.860228679412971,0.8611435886454167,0.8590330108175648,0.8617465045621155,0.002115285992002438,18,0.6595983984282339,0.6570439130670879,0.6562488044815408,0.6568777458704618,0.6544833794456452,0.656850448258594,0.001646474653692848,17,50.09373245239258,7.637870620554597,2.30152759552002,0.19175723079019366,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 22}",0.07,0.02,22
8,8.0,0.8637199620473273,0.8648292831040955,0.8597724105821952,0.8615446122412216,0.8571669212254678,0.8614066378400616,0.0027470312021936148,17,0.6589654319094412,0.6591642845131733,0.6562511814980794,0.6572602653905261,0.6532352090944373,0.6569752744811315,0.0021608383129298157,18,48.24595775604248,1.3373376340762864,2.480799961090088,0.2058998132655149,"{'lr_all': 0.07, 'reg_all': 0.02, 'n_epochs': 23}",0.07,0.02,23
9,9.0,0.7951624415680124,0.7981968845556813,0.7943276035922944,0.7925907241191608,0.7907893099946558,0.7942133927659609,0.002495569712204086,15,0.6059259718143754,0.6077818285888529,0.6058790122977967,0.6041165810453931,0.6018325381582266,0.605107186380929,0.002006213133523998,15,41.109364700317386,0.6677821260913972,2.309296274185181,0.2227580470269449,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 20}",0.07,0.05,20
10,10.0,0.7949822904099481,0.7972422155432024,0.7943087381744075,0.7925158116761202,0.7908812843215158,0.7939860680250388,0.0021679671262603696,13,0.6056955580127595,0.6072321196367764,0.6057266565231949,0.6038178423480006,0.6019989012044767,0.6048942155450416,0.0018078898011115612,13,47.20637273788452,4.157906607475502,2.374211359024048,0.31217077591852804,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 22}",0.07,0.05,22
11,11.0,0.7957615101322391,0.7979135063779991,0.7939510909272401,0.7926355091096302,0.7901038516877189,0.7940730936469654,0.002662177149217409,14,0.6063654857712616,0.6077168356503749,0.6054637491416669,0.6040626912869367,0.6015131190048134,0.6050243761710108,0.0021210717252688523,14,48.18623557090759,1.5317746428514898,2.5663493633270265,0.2280719989589992,"{'lr_all': 0.07, 'reg_all': 0.05, 'n_epochs': 23}",0.07,0.05,23
12,12.0,0.7902386940901245,0.7891039821259399,0.7876182537694434,0.7882831773960277,0.7875035448788821,0.7885495304520835,0.0010191169200996478,10,0.5977699086774125,0.5976571199555121,0.5957715303419759,0.5962568724790834,0.5955250763958497,0.5965961015699668,0.0009429392503952084,10,40.77416300773621,0.2738829590371965,2.3075764179229736,0.20207475750931173,"{'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 20}",0.01,0.02,20
