,Unnamed: 0,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_min_k,param_sim_options
5,,0.8072113468035695,0.8069496639127473,0.8092708079416177,0.8082436866378684,0.8073326288071416,0.807801626820589,0.000854182706437954,58,0.6123677231484373,0.6119450153719762,0.6145253606458059,0.6129448995279904,0.6130136525702868,0.6129593302528993,0.0008757218731088937,58,196.68329195976258,2.0492515778057667,125.40874829292298,0.8719548104657008,"{'k': 75, 'min_k': 10, 'sim_options': {'name': 'cosine', 'user_based': False}}",75,10,"{'name': 'cosine', 'user_based': False}"
6,,0.7942025439903188,0.793975019852768,0.7961394032402035,0.7953711269238505,0.794188145563248,0.7947752479140778,0.0008401232591508599,27,0.6009724353961271,0.6005275087443266,0.6031063593775802,0.601775454867546,0.6015543877066429,0.6015872292184445,0.0008769541410469531,27,53.805732345581056,2.299236089456223,124.64426007270814,0.9721178736901612,"{'k': 80, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",80,1,"{'name': 'msd', 'user_based': False}"
7,,0.8066982345361208,0.806498301322377,0.8087972079095767,0.8076801256290962,0.8068401645044782,0.8073028067803296,0.0008488084300332631,57,0.6119568227518143,0.6115684771943954,0.614127922514309,0.6124828225288315,0.6125874540189996,0.6125446998016699,0.0008730247284596798,57,257.859432554245,3.5790563347301485,158.50904879570007,6.401429476828686,"{'k': 80, 'min_k': 1, 'sim_options': {'name': 'cosine', 'user_based': False}}",80,1,"{'name': 'cosine', 'user_based': False}"
8,,0.7942025439903188,0.7939575960394563,0.7961394032402035,0.7953711269238505,0.794186275692274,0.7947713891772207,0.0008437238587656244,26,0.6009724353961271,0.6005243343023935,0.6031063593775802,0.601775454867546,0.6015532773593742,0.6015863722606041,0.0008777301907479993,26,77.30460109710694,2.3484440884145905,151.850883436203,1.5911785252475452,"{'k': 80, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",80,5,"{'name': 'msd', 'user_based': False}"
9,,0.8066982345361208,0.8064811480713167,0.8087972079095767,0.8076801256290962,0.8068371805628085,0.8072987793417837,0.0008524038426040474,56,0.6119568227518143,0.6115653027524622,0.614127922514309,0.6124828225288315,0.6125857178752986,0.6125437176845432,0.0008737183321926931,56,211.8375527858734,2.118832935558652,125.79381675720215,0.7951184578446359,"{'k': 80, 'min_k': 5, 'sim_options': {'name': 'cosine', 'user_based': False}}",80,5,"{'name': 'cosine', 'user_based': False}"
10,,0.7942072116171323,0.7939441013434383,0.7961361389141568,0.795366825610612,0.7941909251515453,0.794769040527377,0.0008434096008739133,25,0.6009790464120852,0.6005116057997685,0.6031022677984799,0.6017670473285414,0.6015587405088891,0.6015837415695529,0.0008780978652254993,25,53.32336812019348,2.145813849859967,124.20872507095336,0.7170865021908075,"{'k': 80, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",80,10,"{'name': 'msd', 'user_based': False}"
11,,0.8067029531536067,0.8064631919060432,0.8087915272698906,0.8076766647466586,0.8068473392336948,0.8072963352619787,0.0008518306485364914,55,0.6119627226715498,0.611550466272181,0.6141220397954935,0.6124749686798234,0.612592012637148,0.6125404420112391,0.0008743236742896055,55,223.6667625427246,3.9171799149149256,162.64437384605407,3.1099058614892683,"{'k': 80, 'min_k': 10, 'sim_options': {'name': 'cosine', 'user_based': False}}",80,10,"{'name': 'cosine', 'user_based': False}"
12,,0.7938891645205615,0.7937664209214607,0.795933321399091,0.7951745031896489,0.7939542452726484,0.7945435310606821,0.0008612777124199145,24,0.6007215494260897,0.6004074037209196,0.602945714573217,0.6016280887884319,0.6014106495991489,0.6014226812215615,0.0008814013633585597,24,73.72162127494812,1.3975535934400989,141.7118088722229,2.270143036819948,"{'k': 85, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",85,1,"{'name': 'msd', 'user_based': False}"
13,,0.8063012620032107,0.8060708314709464,0.8083516387845486,0.8072781836438,0.8063749394381378,0.8068753710681287,0.0008448599102588935,54,0.6115973423483296,0.6112246511183568,0.6137722876218175,0.6121773554949471,0.6121714994077432,0.6121886271982389,0.0008703181494176156,54,225.62268810272218,2.752278362154683,130.8246561050415,0.3779143416559636,"{'k': 85, 'min_k': 1, 'sim_options': {'name': 'cosine', 'user_based': False}}",85,1,"{'name': 'cosine', 'user_based': False}"
14,,0.7938891645205615,0.7937489925291337,0.795933321399091,0.7951745031896489,0.7939523748508057,0.7945396712978482,0.0008646989342935441,23,0.6007215494260897,0.6004042292789865,0.602945714573217,0.6016280887884319,0.6014095392518802,0.6014218242637211,0.0008821362765720818,23,59.74466195106506,3.8924863491900243,130.25813927650452,0.9355001919273217,"{'k': 85, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",85,5,"{'name': 'msd', 'user_based': False}"
15,,0.8063012620032107,0.8060536691231001,0.8083516387845486,0.8072781836438,0.8063719537749245,0.8068713414659168,0.0008485007282465434,53,0.6115973423483296,0.6112214766764237,0.6137722876218175,0.6121773554949471,0.6121697632640422,0.612187645081112,0.0008710288536353913,53,240.72431025505065,1.9794730726403962,176.35666880607604,1.420112603251896,"{'k': 85, 'min_k': 5, 'sim_options': {'name': 'cosine', 'user_based': False}}",85,5,"{'name': 'cosine', 'user_based': False}"
16,,0.7938938339898612,0.7937354942865424,0.7959300562278465,0.795170200812814,0.7939570256798143,0.7945373221993757,0.000864175044953954,22,0.6007281604420478,0.6003915007763617,0.6029416229941167,0.6016196812494272,0.6014150024013951,0.6014191935726696,0.0008822339246408647,22,74.26470909118652,1.2765879294429958,151.75519680976868,0.9604020790806657,"{'k': 85, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",85,10,"{'name': 'msd', 'user_based': False}"
17,,0.8063059829438366,0.8060357034348211,0.8083459550136319,0.8072747210381893,0.8063821183066624,0.8068688961474283,0.0008478715437579277,52,0.6116032422680653,0.6112066401961426,0.6137664049030019,0.6121695016459392,0.6121760580258916,0.6121843694078081,0.0008714114529147907,52,225.48985767364502,2.819037294374078,130.65069756507873,0.6749272034567674,"{'k': 85, 'min_k': 10, 'sim_options': {'name': 'cosine', 'user_based': False}}",85,10,"{'name': 'cosine', 'user_based': False}"
18,,0.7938104287956523,0.79359146966097,0.7957231241649603,0.7950149512410954,0.7936663638289914,0.7943612675383338,0.0008556703936017796,21,0.6006452757511106,0.6002665366696694,0.6027783893385388,0.6014712582406263,0.6012418966520819,0.6012806713304054,0.0008617636253877342,21,56.930295658111575,1.5807062676104768,130.1918794631958,0.9489320231055652,"{'k': 90, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",90,1,"{'name': 'msd', 'user_based': False}"
