,Unnamed: 0,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_reg_all,param_n_epochs
17,17.0,0.7613467616231447,0.7641312041696408,0.7634860886796445,0.7646099012830744,0.7593684121571164,0.7625884735825241,0.0019587008270289964,1,0.5765497158885347,0.5789400159216487,0.5790504045866514,0.5780137508452045,0.5768751970186394,0.5778858168521357,0.0010286384796341745,1,48.0136161327362,1.9697866961810309,2.3650872707366943,0.2798590322678229,"{'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 23}",0.01,0.05,23
0,,0.7685560183457215,0.7710682722934792,0.7678658911930367,0.7693777051057271,0.7680276965773029,0.7689791167030535,0.0011702074437949293,11,0.5840586211986492,0.5856421320572973,0.582695708161289,0.5841941330465338,0.5839810486076427,0.5841143286142824,0.000935297062314725,11,50.26878538131714,1.4454644489540376,2.4730521202087403,0.15231958534039103,"{'lr_all': 0.03, 'reg_all': 0.06, 'n_epochs': 24}",0.03,0.06,24
1,,0.7683783189104224,0.7711131799622047,0.7684330909752206,0.7693759383700776,0.768211910946549,0.7691024878328949,0.001084739416356469,12,0.583960378792694,0.5856138331369852,0.5829230552685334,0.584278226390426,0.5839203100353503,0.5841391607247978,0.0008663450890837682,12,51.61734228134155,1.2957435422092867,2.503573513031006,0.344664303985654,"{'lr_all': 0.03, 'reg_all': 0.06, 'n_epochs': 25}",0.03,0.06,25
2,,0.767959574024471,0.7709974533287884,0.7683750122719996,0.7689189115043422,0.7685311846562399,0.7689564271571683,0.0010658129178148783,10,0.58337386813973,0.5855195778878157,0.5828645202241189,0.5838225227268597,0.5838463515989755,0.5838853681155001,0.0008921744284518694,10,50.25999436378479,1.6328000224838932,2.4112298011779787,0.34472503842784774,"{'lr_all': 0.03, 'reg_all': 0.055, 'n_epochs': 24}",0.03,0.055,24
3,,0.7681272722920532,0.7710456710854198,0.7682719117237502,0.7691462922747594,0.7680609693835377,0.768930423351904,0.0011274317503476075,9,0.5832615187782799,0.5852180955404682,0.5826165183033581,0.5836574588207977,0.5837228024878836,0.5836952787861575,0.0008570916747734068,9,51.09758348464966,0.7272022252047294,2.3893638134002684,0.1989704824627172,"{'lr_all': 0.03, 'reg_all': 0.055, 'n_epochs': 25}",0.03,0.055,25
4,,0.7642159589601256,0.7666861562837006,0.7641069462239762,0.7646290863684285,0.7636558303868445,0.7646587956446151,0.0010599674733206461,7,0.5803525186113772,0.5816687358564325,0.579191159884919,0.5801043340579969,0.5800115866636112,0.5802656670148674,0.0008026575975052193,7,48.23059077262879,0.05871673368740609,2.3994675159454344,0.2391037998229664,"{'lr_all': 0.02, 'reg_all': 0.06, 'n_epochs': 24}",0.02,0.06,24
5,,0.7641583227334636,0.7665488323405536,0.764299346574722,0.7642595043827021,0.763628697721306,0.7645789407505494,0.001013959240162261,5,0.5802606474827013,0.5814591953784414,0.5793866833948351,0.5798422684344645,0.5798304221948677,0.580155843377062,0.0007078906142566789,6,50.278927898406984,0.0780167430071997,2.2143738746643065,0.16561512943563078,"{'lr_all': 0.02, 'reg_all': 0.06, 'n_epochs': 25}",0.02,0.06,25
6,,0.7638633465917652,0.766316433021481,0.763308942730607,0.764208323716071,0.7637589835400538,0.7642912059199956,0.0010525758416390603,4,0.5796380790214608,0.5812897171006087,0.5782238728855907,0.5793446036970551,0.5795910383450017,0.5796174622099434,0.0009812341887556742,3,48.53854613304138,0.2239744007236733,2.3725989818573,0.22928461966036912,"{'lr_all': 0.02, 'reg_all': 0.055, 'n_epochs': 24}",0.02,0.055,24
7,,0.7635080406406124,0.7666048982408065,0.7637607573309902,0.7641632327356856,0.7631534744822497,0.7642380806860689,0.001228380578137516,3,0.5794919998403273,0.5812233916627372,0.5790445884584496,0.5795928946521537,0.5792234226224359,0.5797152594472207,0.0007785863872447563,4,51.61665525436401,1.5829612915674045,2.2840431690216065,0.20066589741646232,"{'lr_all': 0.02, 'reg_all': 0.055, 'n_epochs': 25}",0.02,0.055,25
8,,0.7649231168827183,0.767595688247576,0.7648059134042,0.76560734313451,0.7642325863545578,0.7654329296047123,0.0011663470557309388,8,0.5807707808798097,0.5823142100338791,0.579495923149462,0.5804566486474256,0.5798442880804415,0.5805763701582036,0.0009772948490179676,8,49.93575406074524,0.7036114761854799,2.4545022010803224,0.22977322195989971,"{'lr_all': 0.01, 'reg_all': 0.06, 'n_epochs': 24}",0.01,0.06,24
9,,0.7644130651996471,0.7666127688635647,0.7636728197703898,0.7645790601711301,0.7638750855155697,0.7646305599040604,0.0010456688044871024,6,0.5803080687957143,0.5816125913235838,0.5787467084887713,0.579713877341073,0.5796122211419248,0.5799986934182135,0.0009485069166695817,5,50.99739031791687,0.615918908737052,2.390736198425293,0.22661806135985627,"{'lr_all': 0.01, 'reg_all': 0.06, 'n_epochs': 25}",0.01,0.06,25
10,,0.7625281266220718,0.7655710073356932,0.762813306477793,0.7633456858152902,0.7619206669889069,0.7632357586479509,0.0012549219423955507,2,0.5785905838736797,0.5803500284931891,0.5777444777160865,0.5785663356232167,0.5782293132638283,0.578696147794,0.0008816945870156487,2,48.65741758346557,0.7288558720621355,2.3878375053405763,0.23964178792553376,"{'lr_all': 0.01, 'reg_all': 0.055, 'n_epochs': 24}",0.01,0.055,24
11,,0.7627277489611283,0.7648376713278228,0.7624954846017932,0.7634740036639349,0.7618321835736503,0.7630734184256658,0.0010263737795984393,1,0.5786860519617141,0.5797917026047044,0.5774914573736883,0.5785187656408404,0.5776507462961346,0.5784277447754163,0.0008265287769887333,1,50.309378957748415,0.13708941462847232,2.1877719879150392,0.17274131696163258,"{'lr_all': 0.01, 'reg_all': 0.055, 'n_epochs': 25}",0.01,0.055,25
