,0,1,2,3,4,5,6,7,8,9
0,0.8248993714931883,0.828572320837549,0.8280604480590822,0.8311360310020788,0.8347379224711423,0.8293772383335932,0.828073874710184,0.8298963200527659,0.8327411399149697,0.825046021712296
1,0.8231761647913247,0.8268305592832746,0.8263215440291973,0.8293875495819962,0.8330055725366687,0.8276493666376233,0.8263428975975904,0.8281340702343644,0.8309993365176319,0.8233198197262381
2,0.8214705194826775,0.825106533732916,0.824600442122592,0.8276567597076082,0.8312906683440963,0.825939152481888,0.8246297972247358,0.8263896054304637,0.82927527886054,0.821611792539573
3,0.8197825451823266,0.8234003555927617,0.8228972540394947,0.8259437725984116,0.8295933180829815,0.8242467057782994,0.8229346852334756,0.8246630385065585,0.8275690778517093,0.8199220537352445
4,0.8181123512696621,0.821712136036282,0.8212120912393434,0.8242486992497017,0.8279136297181089,0.8225721361967574,0.8212576730102518,0.8229544821124627,0.8258808441621899,0.8182507166132142
5,0.8164600468621994,0.8200419859774354,0.8195450649138456,0.8225716504061414,0.8262517109641729,0.820915553138844,0.8195988716589296,0.8212640486554149,0.8242106881995614,0.816597894162079
6,0.8148257407890124,0.818390016043578,0.8178962859596393,0.8209127365349324,0.8246076692600903,0.8192770657111371,0.8179583919732417,0.8195918502727719,0.8225587200810397,0.8149636990302891
7,0.8132095415637894,0.8167563365479835,0.8162658649505644,0.8192720677985967,0.8229816117429476,0.817656782698148,0.8163363444088443,0.8179379988042967,0.8209250496062004,0.8133482434969704
8,0.8116115573575223,0.8151410574619846,0.8146539121095553,0.8176497540273804,0.821373645221593,0.816054812534894,0.814732839055001,0.816302605764051,0.819309786229328,0.811751639442366
9,0.8100318959708344,0.8135442883867393,0.8130605372801597,0.8160459046912817,0.8197838761498795,0.8144712632791132,0.8131479856058998,0.8146857823118994,0.8177130390314027,0.8101739983179026
10,0.8084706648059625,0.8119661385246394,0.811485849897698,0.8144606288717205,0.8182124105995707,0.8129062425831329,0.8115818933316135,0.813087639224637,0.8161349166917307,0.8086154311158986
11,0.8069279708383972,0.8104067166503655,0.8099299589600729,0.8128940352328551,0.8166593542329177,0.8113598576654006,0.8100346710487172,0.8115082868667487,0.8145755274592308,0.8070760483389225
12,0.8054039205881974,0.8088661310816034,0.8083929729982382,0.8113462319925567,0.8151248122749167,0.8098322152816904,0.8085064270905727,0.8099478351608126,0.8130349791233897,0.8055559599688138
13,0.8038986200909874,0.807344489649432,0.8068750000463417,0.809817326893056,0.8136088894852589,0.8083234216959941,0.8069972692772928,0.8084063935575589,0.8115133789848926,0.8040552754353828
14,0.8024121748686496,0.805841899668394,0.8053761476115532,0.8083074271712709,0.8121116901299847,0.8068335826511123,0.8055073048853959,0.8068840710055939,0.8100108338259467,0.8025741035848016
15,0.800944689899725,0.8043584679062652,0.8038965226435908,0.8068166395288296,0.8106333179528525,0.805362803338953,0.8040366406171701,0.8053809759208074,0.8085274498803078,0.8011125526476991
16,0.7994962695895369,0.8028943005535328,0.8024362315039604,0.8053450701018027,0.8091738761464354,0.8039111883705589,0.8025853825697536,0.8038972161554694,0.8070633328030223,0.7996707302069792
17,0.7980670177400468,0.8014495031925987,0.8009953799349194,0.8038928244301543,0.8077334673229589,0.8024788417458684,0.8011536362039523,0.8024328989670384,0.8056185876399024,0.7982487431653745
18,0.796657037519463,0.8000241807667217,0.7995740730281863,0.8024600074269334,0.8063121934848921,0.8010658668232319,0.7997415063128053,0.8009881309866874,0.8041933187967434,0.7968466977127551
19,0.7952664314316116,0.7986184375487139,0.7981724151934025,0.801046723347213,0.8049101559953091,0.7996723662886946,0.7983490969899184,0.799563018187571,0.8027876300083047,0.795464699293207
20,0.7938953012850882,0.7972323771094083,0.796790510126372,0.799653075756799,0.8035274555480314,0.7982984421250636,0.7969765115975782,0.7981576658528436,0.8014016243070644,0.7941028525718992
21,0.7925437481622072,0.7958661022859127,0.7954284607770882,0.7982791675007187,0.8021641921375702,0.7969441955807733,0.7956238527346668,0.7967721785434473,0.8000354039917684,0.7927612614017593
22,0.7912118723877614,0.7945197151496671,0.7940863693175698,0.7969251006715137,0.8008204650288812,0.7956097271385687,0.7942912222043927,0.7954066600656876,0.7986890705957878,0.7914400287899749
23,0.7898997734976143,0.7931933169743235,0.7927643371095228,0.7955909765773448,0.7994963727269516,0.7942951364840202,0.7929787209818587,0.7940612134386136,0.7973627248553039,0.7901392568643388
24,0.7886075502071392,0.7918870082034651,0.7914624646718446,0.7942768957099368,0.7981920129462322,0.7930005224738934,0.7916864491814828,0.7927359408612207,0.7960564666773379,0.7888590468394652
25,0.7873353003795251,0.7906008884181857,0.7901808516479942,0.7929829577123736,0.796907482579935,0.7917259831043862,0.7904145060242934,0.791430943679495,0.7947703951076439,0.7875994989828874
26,0.7860831209939676,0.7893350563045444,0.7889195967732431,0.7917092613467673,0.7956428776692134,0.7904716154792558,0.7891629898051187,0.7901463223533203,0.7935046082984861,0.7863607125810693
27,0.7848511081137645,0.7880896096209213,0.7876787978418313,0.7904559044618197,0.794398293372242,0.789237515777856,0.7879319978596908,0.7888821764232655,0.7922592034763166,0.7851427859053443
28,0.7836393568543376,0.7868646451652902,0.7864585516740453,0.7892229839602953,0.7931738239332159,0.7880237792231002,0.7867216265316829,0.7876386044772751,0.7910342769093777,0.7839458161778079
29,0.7824479613511964,0.7856602587424314,0.7852589540832442,0.7880105957664284,0.7919695626512905,0.7868305000493768,0.7855319711397067,0.786415704117282,0.789829923875246,0.7827698995371882
30,0.7812770147278717,0.7844765451311049,0.7840800998428494,0.786818834793283,0.790785601849476,0.7856577714704326,0.7843631259442866,0.7852135719257667,0.7886462386283422,0.7816151310047139
31,0.7801266090638334,0.7833135980512076,0.7829220826533274,0.7856477949100903,0.7896220328435156,0.7845056856472485,0.7832151841148355,0.7840323034322835,0.787483314367427,0.7804816044500079
32,0.7789968353624185,0.782171510130935,0.7817849951091816,0.7844975689095824,0.7884789459107582,0.7833743336559298,0.7820882376966565,0.7828719930799755,0.7863412432031046,0.7793694125570283
33,0.7778877835187921,0.7810503728739715,0.7806689286659817,0.7833682484753464,0.7873564302590541,0.7822638054556297,0.7809823775779908,0.7817327341921048,0.7852201161253579,0.7782786467900825
34,0.7767995422879594,0.7799502766267326,0.7795739736074497,0.7822599241492234,0.786254573995692,0.7811741898565348,0.7798976934571381,0.7806146189386187,0.7841200229711378,0.7772093973599412
35,0.7757321992528577,0.7788713105456816,0.7785002190126311,0.7811726852987725,0.7851734640963992,0.7801055744879297,0.7788342738096727,0.7795177383027763,0.7830410523920285,0.7761617531900745
36,0.7746858407925472,0.7778135625647462,0.7774477527231712,0.7801066200848259,0.7841131863744277,0.7790580457663674,0.7777922058557797,0.7784421820478616,0.7819832918220144,0.77513580188304
37,0.7736605520505256,0.7767771193628592,0.7764166613107246,0.7790618154291585,0.7830738254497484,0.7780316888639685,0.7767715755277367,0.7773880386840067,0.7809468274453724,0.7741316296870466
38,0.772656416903193,0.7757620663316458,0.7754070300445209,0.7780383569822966,0.7820554647183752,0.7770265876768732,0.7757724674375652,0.7763553954351496,0.779931744164713,0.7731493214627224
39,0.7716735179284858,0.7747684875432869,0.7744189428591124,0.7770363290914887,0.7810581863218455,0.7760428247938712,0.7747949648448792,0.7753443382061534,0.7789381255691948,0.7721889606501116
40,0.7707119363747117,0.7737964657185787,0.7734524823223303,0.7760558147688673,0.7800820711168753,0.7750804814652321,0.7738391496249528,0.7743549515501135,0.7779660539029393,0.7712506292359296
41,0.7697717521296026,0.772846082195219,0.7725077296034734,0.775096895659823,0.7791271986452166,0.7741396375717625,0.772905102237038,0.7733873186358755,0.7770156100336668,0.770334407721102
42,0.7688530436896164,0.7719174168963406,0.771584764441756,0.7741596520116171,0.7781936471037387,0.7732203715941158,0.771992901692953,0.7724415212157938,0.7760868734215858,0.7694403750886165
43,0.7679558881295097,0.7710105482993231,0.770683665115043,0.7732441626422608,0.7772814933147577,0.7723227605823777,0.7711026255259722,0.7715176395937555,0.7751799220885522,0.7685686087717133
44,0.767080361072208,0.7701255534049049,0.7698045084088949,0.772350504909684,0.7763908126966387,0.7714468801259524,0.7702343497600413,0.7706157525934961,0.774294832587533,0.7677191846224432
45,0.7662265366589974,0.7692625077066235,0.7689473695859513,0.7714787546812202,0.7755216792346948,0.770592804323779,0.7693881488793433,0.7697359375272345,0.7734316799723931,0.7668921768806208
46,0.7653944875200651,0.7684214851606112,0.7681123223556796,0.770628986303434,0.7746741654524054,0.7697606057548962,0.7685640957982457,0.7688782701646544,0.7725905377680349,0.7660876581431996
