,Features,Parameters_knn,RMSE,Sample_size,Runtime
61,"['Series', 'Awards', 'imdb_ratings', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9096846888769242,10000,178.14486503601074
62,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9099473000077852,10000,275.1918702125549
63,"['Series', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9107179995294052,10000,257.42089676857
64,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9115250511436858,10000,261.3834958076477
65,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.911867433307188,10000,184.77488017082214
66,"['Series', 'Genres', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9119796934414864,10000,263.35558915138245
67,"['Series', 'Awards', 'imdb_ratings', 'PG_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9121298895884216,10000,136.08664059638977
68,"['Series', 'imdb_ratings', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9123976561862313,10000,260.07430720329285
69,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9126967800904368,10000,263.04599595069885
70,"['Series', 'Genres', 'PG_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9129034504312712,10000,225.55694389343262
71,"['Series', 'Awards', 'Genres', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9132748679668192,10000,184.281432390213
72,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9137050675530825,10000,262.8328022956848
73,"['Series', 'Awards', 'imdb_ratings']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9137638409694208,10000,136.3779060840607
74,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 50', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.914769453720398,10000,331.7412993907928
75,"['Series', 'imdb_ratings', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.914780749858869,10000,177.86361050605774
76,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9149124110648243,10000,263.43335938453674
77,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.915299678882166,10000,270.4997792243957
78,"['Series', 'Awards', 'imdb_ratings', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9153951803465395,10000,259.5077924728394
79,"['Series', 'Genres', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.916679945812736,10000,263.21616125106806
80,"['Series', 'Awards', 'imdb_ratings', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9169869040870456,10000,178.95058798789978
81,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 10']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9169947985222724,10000,214.16869378089905
82,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9174293639995796,10000,267.7232568264008
83,"['Series', 'Genres', 'RottenTomatoes_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9178094274294586,10000,140.47562694549558
84,"['Series', 'Awards', 'Genres', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.918491820167738,10000,182.608912229538
85,"['Series', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.918538578445378,10000,195.9870765209198
86,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9187887156786068,10000,183.72893834114075
87,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9188898506110424,10000,184.06824731826785
88,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 50', 'Directors: 10']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9194136101664396,10000,271.92930483818054
89,"['Series', 'Genres', 'imdb_ratings', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9196011183860652,10000,183.38863015174863
90,"['Series', 'RottenTomatoes_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9201217407697831,10000,139.5808250904083
91,"['Series', 'Awards', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9202780818845132,10000,178.07380080223083
92,"['Series', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9203791697659393,10000,264.4723036289215
93,"['Series', 'imdb_ratings', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9206176141401836,10000,263.1511025428772
94,"['Series', 'Awards', 'PG_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.921333359123193,10000,136.34888815879822
95,"['Series', 'Awards', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.92156025260722,10000,246.7491991519928
96,"['Series', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9218366352026014,10000,183.30655527114868
97,"['Series', 'Genres', 'imdb_ratings', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9218436636009698,10000,251.1822185516357
98,"['Series', 'Awards']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9218684090668088,10000,136.25680494308472
99,"['Series', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9221146528768944,10000,178.5252020359039
100,"['Series', 'imdb_ratings', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9221671546334372,10000,179.1737995147705
101,"['Series', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.922485571798322,10000,183.317565202713
102,"['Series', 'Genres', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9224965483525632,10000,226.88515043258667
103,"['Series', 'Awards', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.922962605410524,10000,256.8353641033173
104,"['Series', 'Awards', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9232503258770822,10000,221.9026153087616
105,"['Series', 'Genres', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9235748719418648,10000,183.11737442016602
106,"['Series', 'Genres', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9236502365366541,10000,184.60573482513428
107,"['Series', 'Awards', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9237695832079478,10000,258.89623641967773
108,"['Series', 'Awards', 'Genres', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.92398063893967,10000,261.81989288330084
109,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9245535815387792,10000,179.34394478797913
110,"['Series', 'Awards', 'imdb_ratings', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9245808269091916,10000,258.7160646915436
111,"['Series', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9249010181738851,10000,268.073575258255
112,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9256299410284642,10000,181.8472282886505
113,"['Series', 'Awards', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9259239713868158,10000,178.10482835769653
114,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9259782617113284,10000,182.66796565055847
115,"['Series', 'PG_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9266101174080402,10000,139.18846869468692
116,"['Series', 'Awards', 'Genres', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9274624112263976,10000,254.0257995128632
117,"['Series', 'Genres', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9279375913973148,10000,366.0055515766144
118,"['Series', 'Genres', 'imdb_ratings', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9284114093506524,10000,182.8991949558258
119,"['Series', 'Awards', 'Genres', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9288140756545672,10000,226.3386459350586
