,Features,Parameters_knn,RMSE,Sample_size,Runtime
50,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8238825718858922,10000,123.94964694976808
51,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8241312893294754,10000,114.82951402664185
52,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8241417363150336,10000,115.10862016677856
53,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8244244783297683,10000,116.09130001068115
54,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8247340237252325,10000,125.05270290374756
55,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8247488204823199,10000,114.3878049850464
56,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 20']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8250536630526334,10000,118.96949410438538
57,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'Genres', 'imdb_ratings', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8252687984456404,10000,125.50081205368042
58,"['Year', 'Runtime', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8253972492762264,10000,119.35028600692749
59,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8256528127622543,10000,124.24433398246764
0,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 20']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8264337318064234,10000,152.90640687942505
60,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8266936180805841,10000,115.45396900177002
61,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8269921331749979,10000,134.6537568569183
62,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.827047133212827,10000,114.52384901046752
63,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8271297490121696,10000,127.15812301635742
64,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8272828105411459,10000,119.24895572662355
65,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8278382018881935,10000,123.00738310813904
