,mean,knn_metric,Fold,RMSE,Testsize,data,set_k
4,False,cosine,4,0.7993714218171349,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
0,False,cosine,0,0.8042105076268059,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
5,False,cosine,5,0.8050279186554606,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
3,False,cosine,3,0.8079467329046797,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
1,False,cosine,1,0.8161203153924569,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
2,False,cosine,2,0.8223990104479735,25000,"Index(['user_id', 'imdbID', 'rating', 'imdbRating', 'Metacritic',
       'RottenTomatoes', 'Awards', 'imdbVotes', 'Runtime'],
      dtype='object')",False
