Year,Rated,Released,Runtime,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated
1962.0,,3.0,129.0,8.2,286000.0,tt0056592,9.2,8.8,3.0,,,
1979.0,3.0,8.0,147.0,8.4,582208.0,tt0078788,9.8,9.4,2.0,,,
1968.0,2.0,7.0,165.0,8.5,289995.0,tt0064116,9.5,8.0,,,,
1983.0,1.0,5.0,131.0,8.3,918644.0,tt0086190,8.2,5.8,,4.0,,
1987.0,2.0,5.0,128.0,8.0,62001.0,tt0093191,9.8,7.9,,,,
1949.0,,10.0,93.0,8.1,153528.0,tt0041959,9.9,9.7,1.0,,,
1990.0,3.0,9.0,146.0,8.7,977135.0,tt0099685,9.6,9.0,1.0,,,
1979.0,3.0,6.0,117.0,8.4,755624.0,tt0078748,9.8,8.9,1.0,,,
1992.0,3.0,2.0,81.0,7.5,158476.0,tt0106308,7.3,5.7,,,,
1988.0,1.0,8.0,168.0,7.6,46375.0,tt0095250,6.2,3.5,,,,
1985.0,3.0,6.0,162.0,8.2,106414.0,tt0089881,9.7,9.6,1.0,,,
1989.0,3.0,9.0,111.0,7.8,44348.0,tt0097202,9.8,8.2,,,,
1960.0,3.0,9.0,109.0,8.5,577226.0,tt0054215,9.6,9.7,,4.0,,
1980.0,3.0,6.0,133.0,7.9,175929.0,tt0080455,8.4,6.0,,,,
1974.0,3.0,12.0,202.0,9.0,1081282.0,tt0071562,9.7,9.0,6.0,,,
1987.0,3.0,7.0,116.0,8.3,649544.0,tt0093058,9.1,7.6,,1.0,,
1989.0,,5.0,23.0,7.8,30369.0,tt0104361,10.0,,,1.0,,
1989.0,2.0,11.0,137.0,7.5,27403.0,tt0097499,10.0,8.3,1.0,,,
1984.0,3.0,9.0,160.0,8.3,356315.0,tt0086879,9.3,8.8,8.0,,,
1952.0,,9.0,129.0,7.8,33475.0,tt0045061,9.0,,2.0,,,
1984.0,3.0,6.0,229.0,8.4,297097.0,tt0087843,8.6,,,,,2.0
1980.0,3.0,12.0,129.0,8.2,308406.0,tt0081398,9.4,8.9,2.0,,,
1977.0,1.0,4.0,93.0,8.0,245897.0,tt0075686,9.8,9.2,4.0,,,
1983.0,1.0,2.0,193.0,7.8,54287.0,tt0086197,9.6,9.1,4.0,,,
1979.0,,4.0,162.0,8.2,109151.0,tt0079944,10.0,,,,,
1981.0,3.0,2.0,149.0,8.3,223285.0,tt0082096,9.8,8.6,,6.0,,
1973.0,1.0,12.0,129.0,8.3,233069.0,tt0070735,9.4,8.3,7.0,,,
1971.0,1.0,12.0,91.0,7.9,68352.0,tt0067185,8.4,6.2,,,,2.0
2005.0,3.0,9.0,103.0,5.7,8319.0,tt0427968,2.8,4.3,,,,
1957.0,,10.0,96.0,8.2,155488.0,tt0050976,9.3,,,,,
1983.0,1.0,3.0,111.0,7.3,20057.0,tt0085859,10.0,8.2,,,,
2009.0,2.0,5.0,115.0,6.5,335787.0,tt0438488,3.3,4.9,,,,
1992.0,3.0,2.0,104.0,7.5,89458.0,tt0103873,8.8,5.4,,,,
1989.0,3.0,2.0,122.0,7.8,116821.0,tt0097441,9.3,7.8,3.0,,,
1990.0,1.0,2.0,117.0,7.5,20311.0,tt0100519,6.2,,,,,
1979.0,3.0,4.0,96.0,7.9,127809.0,tt0079522,9.5,8.3,,2.0,,
1990.0,3.0,10.0,115.0,7.8,122068.0,tt0100150,9.1,6.6,,,,
1989.0,1.0,6.0,128.0,8.1,403999.0,tt0097165,8.4,7.9,1.0,,,
1967.0,1.0,12.0,106.0,8.0,247819.0,tt0061722,8.6,8.3,1.0,,,
1958.0,2.0,5.0,95.0,8.0,95898.0,tt0052311,9.6,9.9,,,,
1997.0,,1.0,60.0,7.5,8817.0,tt0118379,,,,,,
1957.0,1.0,12.0,161.0,8.1,195653.0,tt0050212,9.5,8.7,7.0,,,
1963.0,,6.0,138.0,8.0,104407.0,tt0056801,9.8,,2.0,,,
1974.0,3.0,6.0,130.0,8.2,281416.0,tt0071315,9.9,9.2,1.0,,,
1951.0,0.0,12.0,92.0,7.7,74719.0,tt0043456,9.5,,,,1.0,
1948.0,,1.0,126.0,8.2,109298.0,tt0040897,10.0,9.8,3.0,,,
1987.0,,6.0,91.0,6.6,42534.0,tt0092610,6.8,5.2,,,,
1933.0,,11.0,69.0,7.8,54091.0,tt0023969,9.2,9.3,,,,
1985.0,1.0,10.0,97.0,7.1,40138.0,tt0088794,7.7,5.1,,,,
1980.0,3.0,6.0,146.0,8.4,855130.0,tt0081505,8.5,6.6,,,,
1986.0,3.0,11.0,89.0,8.1,351271.0,tt0092005,9.1,7.5,,1.0,,
1931.0,,8.0,99.0,8.3,137243.0,tt0022100,10.0,,,,,
1987.0,3.0,3.0,84.0,7.8,142721.0,tt0092991,9.7,6.9,,,,
1963.0,,7.0,172.0,8.2,215744.0,tt0057115,9.4,8.6,,1.0,,
1978.0,3.0,2.0,183.0,8.1,299379.0,tt0077416,9.3,8.6,5.0,,,
1981.0,3.0,4.0,117.0,7.2,11504.0,tt0082269,9.6,,,,,
1993.0,1.0,2.0,101.0,8.0,562756.0,tt0107048,9.6,7.2,,,,
1992.0,3.0,8.0,130.0,8.2,362229.0,tt0105695,9.6,8.5,4.0,,,
1962.0,2.0,10.0,126.0,7.9,69655.0,tt0056218,9.6,9.4,,2.0,,
1990.0,3.0,8.0,102.0,7.2,25342.0,tt0100436,8.0,7.7,,,,
1944.0,,9.0,118.0,8.0,63541.0,tt0036613,8.8,,,,,
1985.0,1.0,7.0,116.0,8.5,1001278.0,tt0088763,9.6,8.7,1.0,,,
1991.0,2.0,1.0,130.0,7.7,64037.0,tt0101921,7.4,6.4,,2.0,,
1970.0,1.0,4.0,172.0,7.9,91656.0,tt0066206,9.4,9.1,7.0,,,
1986.0,3.0,10.0,107.0,7.8,45778.0,tt0090967,8.7,7.5,,,,
1988.0,3.0,7.0,124.0,8.0,156446.0,tt0094625,9.0,,,,,
1986.0,3.0,3.0,116.0,7.1,117492.0,tt0091203,6.9,2.4,,,,
1967.0,1.0,11.0,127.0,8.1,155925.0,tt0061512,10.0,9.2,1.0,,,
1950.0,,11.0,113.0,7.5,3232.0,tt0042367,8.5,,1.0,,,
1974.0,1.0,12.0,106.0,8.0,138722.0,tt0072431,9.4,8.0,,2.0,,
1991.0,3.0,12.0,129.0,7.8,53303.0,tt0102536,7.5,6.8,,,,
1991.0,1.0,12.0,125.0,8.1,27967.0,tt0101640,9.6,,,1.0,,
1940.0,,3.0,125.0,8.4,194229.0,tt0032553,9.3,,,5.0,,
1940.0,0.0,6.0,125.0,7.8,85733.0,tt0032455,9.4,9.6,,,,
1952.0,1.0,7.0,85.0,7.9,94362.0,tt0044706,9.6,8.9,4.0,,,
1946.0,,8.0,114.0,7.9,76810.0,tt0038355,9.7,,,,,
1989.0,3.0,3.0,103.0,7.2,83648.0,tt0097493,9.3,7.2,,,,
1980.0,1.0,10.0,103.0,7.2,25856.0,tt0081534,6.1,2.9,,1.0,,
1959.0,0.0,1.0,212.0,8.1,211134.0,tt0052618,8.6,9.0,,,,
1984.0,3.0,3.0,82.0,7.9,,tt0088258,9.5,9.2,,,,
1982.0,,8.0,86.0,8.3,33391.0,tt0085809,9.0,7.2,,,,
1987.0,2.0,2.0,95.0,7.1,26313.0,tt0094006,8.1,5.5,,,,
1989.0,2.0,5.0,127.0,8.2,668630.0,tt0097576,8.8,6.5,1.0,,,
1979.0,1.0,5.0,130.0,8.0,63235.0,tt0078841,9.4,8.3,1.0,,,
1982.0,1.0,2.0,191.0,8.0,213702.0,tt0083987,8.5,7.9,8.0,,,
1988.0,3.0,2.0,171.0,7.3,32568.0,tt0096332,8.5,7.3,,2.0,,
1985.0,,4.0,117.0,7.3,37763.0,tt0091867,10.0,8.0,3.0,,,
1985.0,1.0,8.0,108.0,7.0,29339.0,tt0089886,7.6,7.1,,,,
1982.0,3.0,9.0,95.0,8.1,73681.0,tt0084503,6.8,4.7,,,,
1984.0,3.0,2.0,141.0,7.8,49702.0,tt0087553,9.3,7.6,3.0,,,
1985.0,,5.0,101.0,7.6,17596.0,tt0089606,10.0,8.2,,2.0,,
1956.0,0.0,6.0,98.0,7.6,43885.0,tt0049223,9.8,,,1.0,,
1989.0,1.0,5.0,107.0,7.5,104124.0,tt0097351,8.6,5.7,,3.0,,
1975.0,1.0,12.0,129.0,7.8,42380.0,tt0073341,9.6,9.1,,4.0,,
1969.0,1.0,9.0,110.0,8.0,197632.0,tt0064115,9.0,6.6,4.0,,,
1984.0,3.0,8.0,145.0,8.1,82970.0,tt0087884,9.7,7.8,,,,1.0
1991.0,3.0,12.0,158.0,6.7,8528.0,tt0101458,8.8,6.3,,,,
1989.0,3.0,7.0,95.0,7.6,187279.0,tt0098635,9.0,7.6,,1.0,,
1996.0,,11.0,84.0,7.7,2190.0,tt0116589,9.2,,,,,
1996.0,1.0,12.0,97.0,2.6,8431.0,tt0117550,,,,,,
1996.0,3.0,4.0,120.0,5.4,2234.0,tt0116293,7.0,,,,,
1996.0,3.0,11.0,93.0,5.5,2655.0,tt0116953,1.7,,,,,
2008.0,,9.0,89.0,4.3,3384.0,tt1220706,,,,,,
1996.0,2.0,12.0,135.0,6.6,1436.0,tt0116601,3.8,,,,,
1995.0,3.0,9.0,90.0,5.3,2419.0,tt0112537,,6.4,,,,
1992.0,3.0,5.0,114.0,6.5,268397.0,tt0103644,4.3,5.9,,1.0,,
1981.0,3.0,8.0,97.0,7.5,87973.0,tt0082010,8.7,6.0,1.0,,,
1992.0,3.0,7.0,95.0,4.5,2183.0,tt0103678,1.3,,,,,
1983.0,1.0,11.0,105.0,4.1,5532.0,tt0085159,0.5,2.8,,,,
1996.0,3.0,2.0,93.0,4.2,1927.0,tt0115535,,,,,,
1993.0,3.0,9.0,91.0,3.7,1617.0,tt0106262,,,,,,
1982.0,3.0,9.0,104.0,5.5,9509.0,tt0083550,1.1,3.4,,,,
2005.0,3.0,4.0,90.0,6.0,102516.0,tt0384806,2.3,3.3,,,,
1990.0,3.0,5.0,91.0,2.9,1517.0,tt0099030,1.7,,,,,
1974.0,3.0,11.0,106.0,6.2,4986.0,tt0071233,6.9,,,,,
2008.0,,3.0,91.0,3.7,3582.0,tt1018817,,,,,,
1977.0,1.0,4.0,113.0,5.8,5177.0,tt0075704,5.0,,,,,
2007.0,3.0,10.0,102.0,5.2,2161.0,tt0878652,,,,,,
1963.0,2.0,3.0,119.0,7.7,163803.0,tt0056869,9.5,9.0,,1.0,,
1988.0,3.0,8.0,95.0,6.5,30090.0,tt0094761,6.0,,,,,
1980.0,3.0,1.0,92.0,4.5,2129.0,tt0082083,0.0,,,,,
1991.0,3.0,8.0,88.0,5.6,3785.0,tt0101492,4.1,,,,,
1956.0,,2.0,80.0,7.7,43222.0,tt0049366,9.8,9.2,,,,
1931.0,,2.0,75.0,7.5,44053.0,tt0021814,9.1,,,,,
1935.0,,5.0,75.0,7.8,41621.0,tt0026138,10.0,9.5,,1.0,,
1976.0,1.0,10.0,116.0,6.5,9117.0,tt0074258,5.0,4.8,,,,
1992.0,3.0,10.0,99.0,6.6,65513.0,tt0103919,7.4,6.1,,,,
1991.0,3.0,11.0,128.0,7.3,163990.0,tt0101540,7.3,7.3,,2.0,,
1991.0,3.0,11.0,128.0,7.3,163990.0,tt0101540,7.3,7.3,,2.0,,
1976.0,3.0,11.0,98.0,7.4,161967.0,tt0074285,9.2,8.5,,2.0,,
1982.0,3.0,4.0,118.0,6.2,18563.0,tt0083722,6.1,6.2,,,,2.0
1984.0,3.0,11.0,91.0,7.5,197718.0,tt0087800,9.4,7.6,,,,
1922.0,,6.0,94.0,7.9,85053.0,tt0013442,9.7,,,,,
1988.0,4.0,9.0,97.0,5.2,760.0,tt0091651,,,,,,
1976.0,3.0,6.0,111.0,7.5,102866.0,tt0075005,8.5,6.2,1.0,,,
1996.0,3.0,2.0,101.0,6.0,8826.0,tt0115710,6.1,,,,,
1996.0,3.0,1.0,94.0,6.1,7389.0,tt0115495,5.0,4.8,,,,
1996.0,2.0,11.0,126.0,6.6,14776.0,tt0117057,5.5,,,2.0,,
1996.0,3.0,11.0,159.0,7.9,59661.0,tt0115751,8.5,7.6,,1.0,,
2004.0,3.0,3.0,114.0,6.4,51529.0,tt0403358,6.0,5.8,,,,
1996.0,2.0,11.0,111.0,7.6,115160.0,tt0117731,9.3,7.1,,1.0,,
1996.0,2.0,2.0,105.0,7.7,50018.0,tt0117631,9.1,8.7,1.0,,,
1996.0,3.0,3.0,135.0,8.0,85112.0,tt0117666,9.6,8.4,1.0,,,
1996.0,1.0,11.0,89.0,5.6,88380.0,tt0116705,1.5,3.4,,,,
1996.0,,6.0,150.0,8.3,14512.0,tt0117293,10.0,,,,,
1996.0,1.0,12.0,123.0,5.6,10646.0,tt0117372,6.0,,,1.0,,
1995.0,,11.0,113.0,7.3,1772.0,tt0113557,,,,,,
1996.0,3.0,11.0,102.0,7.4,6776.0,tt0117477,8.0,,,1.0,,
1996.0,2.0,11.0,124.0,6.8,34109.0,tt0115988,6.8,,,2.0,,
1961.0,0.0,1.0,79.0,7.2,146668.0,tt0055254,9.8,8.3,,,,
1994.0,,5.0,110.0,7.0,1066.0,tt0110171,6.7,,,,,
1988.0,3.0,7.0,132.0,8.2,760731.0,tt0095016,9.3,7.2,,4.0,,
1979.0,0.0,12.0,132.0,6.4,78974.0,tt0079945,4.2,4.8,,3.0,,
1991.0,1.0,12.0,110.0,7.2,68263.0,tt0102975,8.2,6.5,,2.0,,
1989.0,1.0,6.0,107.0,5.5,54383.0,tt0098382,2.2,4.3,,,,
1982.0,1.0,6.0,113.0,7.7,109748.0,tt0084726,8.7,6.7,,,,
1984.0,1.0,6.0,105.0,6.7,72133.0,tt0088170,8.0,5.6,,,,
1986.0,1.0,11.0,119.0,7.3,76165.0,tt0092007,8.5,7.1,,4.0,,
1992.0,2.0,6.0,126.0,7.0,265445.0,tt0103776,7.9,6.8,,2.0,,
1988.0,3.0,8.0,107.0,6.9,52670.0,tt0096487,4.1,5.0,,,,
1990.0,2.0,8.0,104.0,6.5,29751.0,tt0100994,3.5,4.7,,1.0,,
1978.0,1.0,6.0,110.0,7.2,226768.0,tt0077631,7.5,7.0,,1.0,,
1978.0,1.0,6.0,110.0,7.2,226768.0,tt0077631,7.5,7.0,,1.0,,
1990.0,3.0,10.0,93.0,6.0,18973.0,tt0100114,2.2,4.9,,,,
1996.0,3.0,11.0,77.0,3.9,3255.0,tt0115471,0.0,,,,,
1996.0,3.0,3.0,97.0,5.9,565.0,tt0117773,6.0,5.4,,,,
1992.0,3.0,10.0,103.0,6.5,73739.0,tt0105690,7.9,5.8,,2.0,,
1958.0,,8.0,80.0,6.8,1710.0,tt0052287,,,,,,
1975.0,1.0,6.0,124.0,8.0,529601.0,tt0073195,9.8,8.7,3.0,,,
1975.0,1.0,6.0,124.0,8.0,529601.0,tt0073195,9.8,8.7,3.0,,,
1983.0,1.0,7.0,99.0,3.7,38299.0,tt0085750,1.0,2.7,,,,
1996.0,2.0,12.0,101.0,6.5,13713.0,tt0117119,4.7,4.9,,,,
1996.0,2.0,12.0,106.0,6.3,204110.0,tt0116996,5.4,5.2,,,,
1996.0,3.0,12.0,106.0,7.0,6871.0,tt0115906,8.1,6.4,,,,
1996.0,3.0,12.0,139.0,7.3,233361.0,tt0116695,8.3,7.7,1.0,,,
1987.0,2.0,4.0,94.0,7.3,122827.0,tt0093822,9.1,6.8,,,,
1987.0,3.0,3.0,112.0,6.5,7527.0,tt0094155,7.7,7.5,,,,
1992.0,2.0,9.0,126.0,7.1,50734.0,tt0105435,7.9,6.5,,,,
1996.0,3.0,12.0,98.0,7.4,3987.0,tt0115633,10.0,7.5,,,,
1996.0,2.0,1.0,113.0,6.0,7912.0,tt0116621,1.1,,,,,
1996.0,2.0,2.0,98.0,6.7,24389.0,tt0116999,8.4,6.8,,1.0,,
1996.0,2.0,1.0,130.0,6.7,9774.0,tt0116410,4.3,,,2.0,,
1996.0,3.0,5.0,113.0,6.6,6034.0,tt0119783,6.8,5.8,,,,
1996.0,2.0,12.0,81.0,6.8,50067.0,tt0115641,7.2,6.4,,,,
1995.0,,12.0,112.0,7.6,9435.0,tt0112769,9.3,,,,,
1996.0,3.0,12.0,111.0,7.2,273842.0,tt0117571,7.9,6.5,,,,
1992.0,3.0,9.0,112.0,7.7,143753.0,tt0104691,9.3,7.6,1.0,,,
2007.0,3.0,10.0,119.0,7.2,152589.0,tt0465538,9.1,8.2,1.0,,,
1996.0,2.0,12.0,129.0,5.9,3991.0,tt0116240,2.2,,,,,1.0
1996.0,2.0,12.0,242.0,7.7,35228.0,tt0116477,9.5,,,4.0,,
1996.0,3.0,12.0,112.0,7.3,2424.0,tt0117690,6.9,,,,,
1996.0,1.0,12.0,111.0,7.0,3337.0,tt0118163,7.6,,,,,
2003.0,3.0,6.0,112.0,6.7,3929.0,tt0323298,7.8,7.2,,,,
1996.0,3.0,12.0,117.0,7.0,1734.0,tt0118100,8.2,,,,,
1996.0,1.0,1.0,135.0,6.3,33069.0,tt0116250,6.3,4.5,1.0,,,
1996.0,2.0,1.0,144.0,6.2,10459.0,tt0117364,4.5,6.1,,2.0,,
1971.0,1.0,7.0,100.0,7.6,21935.0,tt0067959,8.4,8.5,,,,
1996.0,,2.0,127.0,7.6,527.0,tt0117028,,,,,,
1977.0,1.0,6.0,131.0,8.0,715.0,tt0076104,,,,,,
1997.0,3.0,4.0,107.0,6.1,27537.0,tt0119731,3.3,4.7,,,,
1974.0,3.0,11.0,112.0,8.2,5076.0,tt0071604,8.9,6.8,1.0,,,
1997.0,2.0,1.0,93.0,6.4,22577.0,tt0119115,5.3,6.2,,,,
1997.0,1.0,1.0,98.0,5.3,2766.0,tt0120550,4.4,,,,,
1997.0,3.0,1.0,100.0,4.9,10344.0,tt0120390,1.7,,,,,
1995.0,3.0,1.0,105.0,7.0,1279.0,tt0112362,,,,,,
1996.0,2.0,1.0,107.0,6.6,18548.0,tt0116704,5.7,,,,,
2003.0,3.0,9.0,121.0,7.0,247535.0,tt0320691,3.1,4.2,,,,
1997.0,2.0,1.0,88.0,5.5,36935.0,tt0118708,1.4,2.7,,,,
1997.0,3.0,1.0,117.0,5.5,24863.0,tt0119664,1.5,,,,,
2002.0,2.0,3.0,96.0,6.0,116203.0,tt0268695,2.9,4.2,,1.0,,
2008.0,3.0,5.0,86.0,6.2,114352.0,tt0482606,4.8,4.7,,,,
1993.0,,2.0,101.0,7.1,4228.0,tt0106535,,,,,,
1997.0,2.0,2.0,108.0,5.9,78414.0,tt0118928,2.6,4.3,,,,
1997.0,3.0,1.0,105.0,5.3,2982.0,tt0119644,1.3,,,,,
1993.0,2.0,3.0,96.0,5.7,8193.0,tt0106266,2.0,,,,,
1993.0,1.0,4.0,98.0,7.2,52944.0,tt0106387,7.1,5.7,,,,1.0
1997.0,2.0,1.0,106.0,6.8,6732.0,tt0119937,5.6,5.6,,,,
1995.0,,7.0,105.0,6.9,1326.0,tt0109949,8.0,,,,,
1997.0,1.0,4.0,108.0,4.6,6141.0,tt0119640,0.3,1.8,,,,
1996.0,2.0,1.0,105.0,7.8,14003.0,tt0116790,9.6,,1.0,,,
1997.0,3.0,1.0,91.0,6.9,14155.0,tt0119225,8.8,,,,,
1996.0,3.0,1.0,84.0,7.5,25594.0,tt0118111,9.1,7.1,,,,
1996.0,3.0,1.0,99.0,7.5,4013.0,tt0116754,8.8,,,1.0,,
1997.0,1.0,2.0,105.0,5.4,8271.0,tt0118691,1.8,,,,,
1996.0,3.0,7.0,121.0,6.8,8506.0,tt0120238,6.5,6.2,,,,
1996.0,3.0,2.0,96.0,6.3,602.0,tt0116565,2.2,4.7,,,,
1997.0,2.0,2.0,84.0,5.0,7718.0,tt0119887,0.8,,,,,
1997.0,2.0,2.0,109.0,6.0,31583.0,tt0119141,3.2,3.7,,,,
1997.0,3.0,2.0,96.0,5.6,2165.0,tt0120357,3.3,5.6,,,,
1997.0,3.0,2.0,121.0,6.7,48550.0,tt0118548,4.8,5.2,,,,
1997.0,1.0,2.0,89.0,4.7,3952.0,tt0120317,1.3,3.6,,,,
1997.0,1.0,2.0,93.0,6.0,43113.0,tt0120434,1.3,2.0,,,,
1997.0,2.0,4.0,105.0,6.2,3457.0,tt0120318,4.3,,,,,
1997.0,3.0,1.0,134.0,7.6,125953.0,tt0116922,6.0,5.2,,,,
1997.0,3.0,2.0,140.0,7.2,7124.0,tt0120036,8.6,7.1,,,,
1997.0,3.0,2.0,127.0,7.7,266998.0,tt0119008,8.8,7.6,,1.0,,
1997.0,3.0,2.0,79.0,5.4,8074.0,tt0118750,2.5,5.4,,,,
1997.0,,3.0,74.0,6.6,428.0,tt0118762,8.0,,,,,
1997.0,3.0,3.0,97.0,6.1,5509.0,tt0118859,4.3,,,,,
2006.0,3.0,1.0,109.0,7.9,449909.0,tt0206634,9.2,8.4,,3.0,,
1997.0,1.0,3.0,105.0,5.2,22239.0,tt0119432,1.9,4.2,,,,
1996.0,3.0,2.0,114.0,6.0,9598.0,tt0116743,4.0,,,,,
1997.0,3.0,3.0,109.0,6.9,33014.0,tt0119951,,6.7,,,,
1997.0,3.0,3.0,104.0,7.5,3722.0,tt0119572,7.3,,,,,
1997.0,2.0,4.0,116.0,6.2,60603.0,tt0120053,3.0,5.0,,,,
1997.0,3.0,2.0,121.0,6.4,13414.0,tt0120152,5.2,4.5,,,,
2004.0,2.0,5.0,131.0,6.1,238785.0,tt0338526,,3.5,,,,
2004.0,3.0,5.0,112.0,7.8,411941.0,tt0375679,7.4,6.6,3.0,,,
1996.0,3.0,3.0,87.0,6.8,4132.0,tt0116041,7.3,7.3,,,,
1997.0,2.0,3.0,86.0,6.9,272495.0,tt0119528,8.1,7.0,,,,1.0
1996.0,1.0,3.0,92.0,6.7,534.0,tt0117422,8.0,,,,,
1997.0,1.0,3.0,127.0,6.7,23627.0,tt0120094,6.5,6.7,,,,1.0
1997.0,3.0,3.0,111.0,6.2,56342.0,tt0118972,3.3,5.3,,,,
1997.0,0.0,3.0,75.0,6.9,6808.0,tt0118829,7.4,,,,,
1997.0,2.0,3.0,91.0,4.6,4770.0,tt0118663,1.6,,,,,
1996.0,3.0,3.0,78.0,6.3,1814.0,tt0116931,4.7,5.8,,,,
1997.0,1.0,3.0,99.0,3.6,7888.0,tt0120389,1.5,3.5,,,,
1935.0,,11.0,95.0,7.0,4766.0,tt0026071,10.0,,,,,
1997.0,3.0,4.0,93.0,4.8,30592.0,tt0119013,1.1,,,,,
1997.0,3.0,4.0,110.0,6.4,11311.0,tt0119381,3.1,4.9,,,,
1997.0,2.0,4.0,89.0,4.8,92561.0,tt0118615,3.9,3.7,,,,
1997.0,3.0,4.0,107.0,7.3,85736.0,tt0119229,8.0,7.6,,,,
1997.0,3.0,4.0,113.0,5.2,1479.0,tt0116762,1.0,,,,,
1978.0,1.0,10.0,96.0,4.8,2733.0,tt0077788,,,,,,
1997.0,3.0,4.0,95.0,5.4,9396.0,tt0118541,1.1,1.5,,,,
1996.0,3.0,4.0,104.0,7.4,942.0,tt0113314,8.3,,,,,
1997.0,3.0,4.0,122.0,6.8,4980.0,tt0119859,4.5,4.8,,,,
2009.0,2.0,8.0,107.0,7.1,137041.0,tt0452694,3.9,4.7,,,,
2007.0,3.0,5.0,98.0,5.7,2089.0,tt0907680,4.0,,,,,
1997.0,3.0,4.0,92.0,6.1,317.0,tt0118783,10.0,,,,,
1996.0,2.0,4.0,100.0,6.8,521.0,tt0117050,6.4,,,1.0,,
1997.0,3.0,4.0,92.0,6.2,40208.0,tt0120032,7.2,5.9,,,,
1996.0,3.0,6.0,130.0,6.8,1703.0,tt0116295,6.2,,,,,
1997.0,2.0,4.0,104.0,5.5,69811.0,tt0120461,5.0,5.5,,,,
1996.0,3.0,4.0,101.0,6.3,2191.0,tt0115886,8.0,7.6,,,,
1997.0,2.0,5.0,89.0,7.0,215424.0,tt0118655,7.1,5.1,,,,
1988.0,3.0,11.0,88.0,7.6,34223.0,tt0095675,9.0,8.5,,1.0,,
2007.0,2.0,7.0,93.0,6.4,6001.0,tt0772157,6.4,6.1,,,,
1956.0,0.0,10.0,220.0,7.8,61596.0,tt0049833,9.2,,1.0,,,
1996.0,3.0,5.0,92.0,4.5,955.0,tt0117482,0.0,,,,,
1997.0,3.0,5.0,106.0,6.3,4537.0,tt0120383,3.8,,,,,
1997.0,1.0,5.0,101.0,4.7,2735.0,tt0120479,1.8,,,,,
1997.0,2.0,5.0,98.0,5.3,14217.0,tt0119109,2.5,4.3,,,,
1997.0,2.0,5.0,126.0,7.7,421335.0,tt0119116,7.1,5.2,,1.0,,
1996.0,3.0,6.0,105.0,6.3,675.0,tt0116643,1.4,,,,,
2001.0,3.0,5.0,141.0,7.5,12131.0,tt0161860,8.5,7.2,1.0,,,
1996.0,3.0,8.0,93.0,6.7,742.0,tt0116920,,,,,1.0,
1997.0,3.0,5.0,105.0,5.0,960.0,tt0120190,2.2,,,,,
1996.0,,5.0,90.0,7.8,6612.0,tt0117398,9.5,8.2,,,,
1965.0,,5.0,79.0,7.7,3891.0,tt0058985,,,,,,
1997.0,3.0,5.0,108.0,7.0,3185.0,tt0119578,6.7,5.9,,,,
1996.0,1.0,7.0,136.0,7.7,10184.0,tt0117615,9.1,6.8,,,,
1997.0,1.0,5.0,88.0,4.5,938.0,tt0120087,,,,,,
1997.0,,5.0,99.0,6.8,5374.0,tt0120394,4.6,,,,,
1997.0,3.0,5.0,100.0,6.1,22844.0,tt0118556,5.5,4.9,,,,
1996.0,3.0,5.0,108.0,7.1,17955.0,tt0115744,7.9,6.0,,,,
1997.0,3.0,5.0,94.0,6.2,297.0,tt0118964,6.5,,,,,
1997.0,2.0,5.0,129.0,6.6,366271.0,tt0119567,5.1,5.9,,1.0,,
1996.0,,3.0,97.0,7.6,3835.0,tt0117359,9.1,,,,,
1996.0,,4.0,96.0,6.9,4969.0,tt0117561,6.1,4.4,,,,
2006.0,1.0,5.0,90.0,6.3,759.0,tt0472175,3.6,6.2,,,,
2005.0,2.0,9.0,30.0,7.5,8460.0,tt0460692,,,,,,
1995.0,2.0,5.0,104.0,5.5,1706.0,tt0114303,1.4,,,,,
1997.0,2.0,5.0,98.0,5.8,5812.0,tt0120373,5.1,,,,,
1997.0,1.0,6.0,84.0,4.9,2420.0,tt0118787,2.5,,,,,
1997.0,3.0,6.0,115.0,6.9,268254.0,tt0118880,5.5,5.2,,2.0,,
1996.0,,6.0,126.0,6.7,11984.0,tt0114134,6.6,6.4,,,,
1995.0,,12.0,84.0,6.8,250.0,tt0112951,,,,,,
1997.0,2.0,6.0,121.0,3.9,72546.0,tt0120179,0.4,2.3,,,,
1996.0,,3.0,80.0,6.5,246.0,tt0117775,6.7,,,,,
1996.0,3.0,6.0,102.0,4.9,394.0,tt0118127,4.0,,,,,
1997.0,2.0,6.0,125.0,3.7,228035.0,tt0118688,1.1,2.8,,,,
1997.0,3.0,6.0,97.0,7.1,1670.0,tt0119019,6.0,,,,,
1997.0,2.0,6.0,98.0,7.2,3102.0,tt0120034,3.8,,,,,
1996.0,2.0,6.0,92.0,6.0,7171.0,tt0116502,,,,,,
1997.0,0.0,6.0,93.0,7.3,195894.0,tt0119282,8.4,7.4,,1.0,,
1997.0,3.0,6.0,92.0,5.6,2013.0,tt0119502,,,,,,
1983.0,,4.0,100.0,7.1,258.0,tt0085975,,,,,,
1997.0,2.0,6.0,105.0,6.3,123821.0,tt0119738,7.3,5.0,,1.0,,
1992.0,3.0,8.0,83.0,6.4,3696.0,tt0105569,,,,,,
1996.0,3.0,6.0,91.0,6.8,3123.0,tt0115856,8.8,,,,,
